repository,sha,author_login,author_name,commit_message,commit_date,files_changed,additions,deletions,total_changes,source_files_changed,test_files_changed,doc_files_changed,config_files_changed,message_length,message_word_count,is_merge_commit,hours_since_previous_commit,quality_label,selection_reason,candidate_score,changed_filenames,file_statuses,file_summary,patch_summary,api_files_count,patch_available_count,lockfile_count,generated_file_count,candidate_reasons,combined_text
psf/requests,1b40fdd004bfc8ba5301bcf8a6908264e9b6b877,nateprewitt,Nate Prewitt,"Merge pull request #7200 from psf/dependabot/github_actions/step-security/harden-runner-2.14.2

Bump step-security/harden-runner from 2.13.0 to 2.14.2",2026-02-11 00:29:35+00:00,1,2,2,4,0,0,0,1,150,12,True,0.1219444444444444,UNCERTAIN,tiny_commit,7.0,.github/workflows/publish.yml,modified,.github/workflows/publish.yml | status=modified | +2 | -2,"FILE: .github/workflows/publish.yml
@@ -20,7 +20,7 @@ jobs:
 
     steps:
       - name: Harden the runner (Audit all outbound calls)
-        uses: step-security/harden-runner@ec9f2d5744a09debf3a187a3f4f675c53b671911 # v2.13.0
+        uses: step-security/harden-runner@5ef0c079ce82195b2a36a210272d6b661572d83e # v2.14.2
         with:
           egress-policy: audit
 
@@ -79,7 +79,7 @@ jobs:
 
     steps:
     - name: Harden the runner (Audit all outbound calls)
-      uses: step-security/harden-runner@ec9f2d5744a09debf3a187a3f4f675c53b671911 # v2.13.0
+      uses: step-security/harden-runner@5ef0c079ce82195b2a36a210272d6b661572d83e # v2.14.2
       with:
         egress-policy: audit
 ",1.0,1.0,0.0,0.0,small configuration-only change | tiny commit with inspectable patch,"Merge pull request #7200 from psf/dependabot/github_actions/step-security/harden-runner-2.14.2

Bump step-security/harden-runner from 2.13.0 to 2.14.2 .github/workflows/publish.yml .github/workflows/publish.yml | status=modified | +2 | -2 FILE: .github/workflows/publish.yml
@@ -20,7 +20,7 @@ jobs:
 
     steps:
       - name: Harden the runner (Audit all outbound calls)
-        uses: step-security/harden-runner@ec9f2d5744a09debf3a187a3f4f675c53b671911 # v2.13.0
+        uses: step-security/harden-runner@5ef0c079ce82195b2a36a210272d6b661572d83e # v2.14.2
         with:
           egress-policy: audit
 
@@ -79,7 +79,7 @@ jobs:
 
     steps:
     - name: Harden the runner (Audit all outbound calls)
-      uses: step-security/harden-runner@ec9f2d5744a09debf3a187a3f4f675c53b671911 # v2.13.0
+      uses: step-security/harden-runner@5ef0c079ce82195b2a36a210272d6b661572d83e # v2.14.2
       with:
         egress-policy: audit
 "
pytest-dev/pytest,aa01adceb7d52294d7a78f68939bf6862e0ce846,bluetech,Ran Benita,"Merge pull request #14550 from trendels/docs-fix

docs: fix target of ""assertraises"" anchor.",2026-06-04 07:25:11+00:00,1,2,2,4,0,0,1,0,92,12,True,42.333333333333336,LOW_VALUE,documentation_only,7.0,doc/en/how-to/assert.rst,modified,doc/en/how-to/assert.rst | status=modified | +2 | -2,"FILE: doc/en/how-to/assert.rst
@@ -64,8 +64,6 @@ it is printed alongside the assertion introspection in the traceback.
 
 See :ref:`assert-details` for more information on assertion introspection.
 
-.. _`assertraises`:
-
 Assertions about approximate equality
 -------------------------------------
 
@@ -93,6 +91,8 @@ It also supports comparisons involving NaNs.
 
 See :func:`pytest.approx` for details.
 
+.. _`assertraises`:
+
 Assertions about expected exceptions
 ------------------------------------------
 ",1.0,1.0,0.0,0.0,small documentation-only change | tiny commit with inspectable patch,"Merge pull request #14550 from trendels/docs-fix

docs: fix target of ""assertraises"" anchor. doc/en/how-to/assert.rst doc/en/how-to/assert.rst | status=modified | +2 | -2 FILE: doc/en/how-to/assert.rst
@@ -64,8 +64,6 @@ it is printed alongside the assertion introspection in the traceback.
 
 See :ref:`assert-details` for more information on assertion introspection.
 
-.. _`assertraises`:
-
 Assertions about approximate equality
 -------------------------------------
 
@@ -93,6 +91,8 @@ It also supports comparisons involving NaNs.
 
 See :func:`pytest.approx` for details.
 
+.. _`assertraises`:
+
 Assertions about expected exceptions
 ------------------------------------------
 "
psf/requests,d568f47278492e630cc990a259047c67991d007a,E8Price,Ethan Price,"docs: clarify Quickstart POST example (#6960)

(fixes #6949)

---------

Co-authored-by: Nate Prewitt <nate.prewitt@gmail.com>",2026-03-03 19:59:47+00:00,1,3,1,4,0,0,1,0,126,13,False,,LOW_VALUE,random,7.0,docs/user/quickstart.rst,modified,docs/user/quickstart.rst | status=modified | +3 | -1,"FILE: docs/user/quickstart.rst
@@ -271,7 +271,9 @@ use the same key::
       },
       ...
     }
-    >>> r1.text == r2.text
+    >>> # httpbin may embed non-deterministic metadata,
+    >>> # so we only compare our submitted data here.
+    >>> r1.json()['form'] == r2.json()['form']
     True
 
 There are times that you may want to send data that is not form-encoded. If",1.0,1.0,0.0,0.0,small documentation-only change | tiny commit with inspectable patch,"docs: clarify Quickstart POST example (#6960)

(fixes #6949)

---------

Co-authored-by: Nate Prewitt <nate.prewitt@gmail.com> docs/user/quickstart.rst docs/user/quickstart.rst | status=modified | +3 | -1 FILE: docs/user/quickstart.rst
@@ -271,7 +271,9 @@ use the same key::
       },
       ...
     }
-    >>> r1.text == r2.text
+    >>> # httpbin may embed non-deterministic metadata,
+    >>> # so we only compare our submitted data here.
+    >>> r1.json()['form'] == r2.json()['form']
     True
 
 There are times that you may want to send data that is not form-encoded. If"
pytest-dev/pytest,b8d5cb25a2ce20af3019a10cc29ef065bb1a3a05,bluetech,Ran Benita,"Merge pull request #14558 from dhruvatr/patch-1

docs: improve wording and hyphenation in non-python tests documentation",2026-06-08 09:39:06+00:00,1,2,2,4,0,0,1,0,120,15,True,2.0144444444444445,LOW_VALUE,merge_commit,7.0,doc/en/example/nonpython.rst,modified,doc/en/example/nonpython.rst | status=modified | +2 | -2,"FILE: doc/en/example/nonpython.rst
@@ -48,7 +48,7 @@ now execute the test specification:
 You get one dot for the passing ``sub1: sub1`` check and one failure.
 Obviously in the above ``conftest.py`` you'll want to implement a more
 interesting interpretation of the yaml-values.  You can easily write
-your own domain specific testing language this way.
+your own domain-specific testing language this way.
 
 .. note::
 
@@ -89,7 +89,7 @@ consulted when reporting in ``verbose`` mode. It should return a tuple
 .. regendoc:wipe
 
 While developing your custom test collection and execution it's also
-interesting to just look at the collection tree:
+interesting to look at the collection tree:
 
 .. code-block:: pytest
 ",1.0,1.0,0.0,0.0,small documentation-only change | tiny commit with inspectable patch,"Merge pull request #14558 from dhruvatr/patch-1

docs: improve wording and hyphenation in non-python tests documentation doc/en/example/nonpython.rst doc/en/example/nonpython.rst | status=modified | +2 | -2 FILE: doc/en/example/nonpython.rst
@@ -48,7 +48,7 @@ now execute the test specification:
 You get one dot for the passing ``sub1: sub1`` check and one failure.
 Obviously in the above ``conftest.py`` you'll want to implement a more
 interesting interpretation of the yaml-values.  You can easily write
-your own domain specific testing language this way.
+your own domain-specific testing language this way.
 
 .. note::
 
@@ -89,7 +89,7 @@ consulted when reporting in ``verbose`` mode. It should return a tuple
 .. regendoc:wipe
 
 While developing your custom test collection and execution it's also
-interesting to just look at the collection tree:
+interesting to look at the collection tree:
 
 .. code-block:: pytest
 "
pytest-dev/pytest,d3ad16bb3606e51b938674851a2855f8128b28fd,dependabot[bot],dependabot[bot],"build(deps): Bump hynek/build-and-inspect-python-package

Bumps [hynek/build-and-inspect-python-package](https://github.com/hynek/build-and-inspect-python-package) from 2.17.0 to 2.18.0.
- [Release notes](https://github.com/hynek/build-and-inspect-python-package/releases)
- [Changelog](https://github.com/hynek/build-and-inspect-python-package/blob/main/CHANGELOG.md)
- [Commits](https://github.com/hynek/build-and-inspect-python-package/compare/fe0a0fb1925ca263d076ca4f2c13e93a6e92a33e...d44ca7d91762de7a7d5436ddae667c6da6d1c3df)

---
updated-dependencies:
- dependency-name: hynek/build-and-inspect-python-package
  dependency-version: 2.18.0
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",2026-05-18 03:29:26+00:00,2,2,2,4,0,0,0,2,782,31,False,208.66583333333332,UNCERTAIN,bot_commit,7.0,".github/workflows/deploy.yml
.github/workflows/test.yml","modified
modified",".github/workflows/deploy.yml | status=modified | +1 | -1
.github/workflows/test.yml | status=modified | +1 | -1","FILE: .github/workflows/deploy.yml
@@ -31,7 +31,7 @@ jobs:
         persist-credentials: false
 
     - name: Build and Check Package
-      uses: hynek/build-and-inspect-python-package@fe0a0fb1925ca263d076ca4f2c13e93a6e92a33e
+      uses: hynek/build-and-inspect-python-package@d44ca7d91762de7a7d5436ddae667c6da6d1c3df
       with:
         attest-build-provenance-github: 'true'
 

FILE: .github/workflows/test.yml
@@ -42,7 +42,7 @@ jobs:
         fetch-depth: 0
         persist-credentials: false
     - name: Build and Check Package
-      uses: hynek/build-and-inspect-python-package@fe0a0fb1925ca263d076ca4f2c13e93a6e92a33e
+      uses: hynek/build-and-inspect-python-package@d44ca7d91762de7a7d5436ddae667c6da6d1c3df
 
   build:
     needs: [package]",2.0,2.0,0.0,0.0,small configuration-only change | tiny commit with inspectable patch,"build(deps): Bump hynek/build-and-inspect-python-package

Bumps [hynek/build-and-inspect-python-package](https://github.com/hynek/build-and-inspect-python-package) from 2.17.0 to 2.18.0.
- [Release notes](https://github.com/hynek/build-and-inspect-python-package/releases)
- [Changelog](https://github.com/hynek/build-and-inspect-python-package/blob/main/CHANGELOG.md)
- [Commits](https://github.com/hynek/build-and-inspect-python-package/compare/fe0a0fb1925ca263d076ca4f2c13e93a6e92a33e...d44ca7d91762de7a7d5436ddae667c6da6d1c3df)

---
updated-dependencies:
- dependency-name: hynek/build-and-inspect-python-package
  dependency-version: 2.18.0
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com> .github/workflows/deploy.yml
.github/workflows/test.yml .github/workflows/deploy.yml | status=modified | +1 | -1
.github/workflows/test.yml | status=modified | +1 | -1 FILE: .github/workflows/deploy.yml
@@ -31,7 +31,7 @@ jobs:
         persist-credentials: false
 
     - name: Build and Check Package
-      uses: hynek/build-and-inspect-python-package@fe0a0fb1925ca263d076ca4f2c13e93a6e92a33e
+      uses: hynek/build-and-inspect-python-package@d44ca7d91762de7a7d5436ddae667c6da6d1c3df
       with:
         attest-build-provenance-github: 'true'
 

FILE: .github/workflows/test.yml
@@ -42,7 +42,7 @@ jobs:
         fetch-depth: 0
         persist-credentials: false
     - name: Build and Check Package
-      uses: hynek/build-and-inspect-python-package@fe0a0fb1925ca263d076ca4f2c13e93a6e92a33e
+      uses: hynek/build-and-inspect-python-package@d44ca7d91762de7a7d5436ddae667c6da6d1c3df
 
   build:
     needs: [package]"
psf/requests,7618dbef01d333f23ba4b9c4d97397b06dd89cb6,dependabot[bot],dependabot[bot],"Bump step-security/harden-runner from 2.12.0 to 2.13.0

Bumps [step-security/harden-runner](https://github.com/step-security/harden-runner) from 2.12.0 to 2.13.0.
- [Release notes](https://github.com/step-security/harden-runner/releases)
- [Commits](https://github.com/step-security/harden-runner/compare/0634a2670c59f64b4a01f0f96f84700a4088b9f0...ec9f2d5744a09debf3a187a3f4f675c53b671911)

---
updated-dependencies:
- dependency-name: step-security/harden-runner
  dependency-version: 2.13.0
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",2025-07-28 19:01:25+00:00,1,2,2,4,0,0,0,1,629,32,False,1009.3872222222222,UNCERTAIN,configuration_only,7.0,.github/workflows/publish.yml,modified,.github/workflows/publish.yml | status=modified | +2 | -2,"FILE: .github/workflows/publish.yml
@@ -19,7 +19,7 @@ jobs:
 
     steps:
       - name: Harden the runner (Audit all outbound calls)
-        uses: step-security/harden-runner@0634a2670c59f64b4a01f0f96f84700a4088b9f0 # v2.12.0
+        uses: step-security/harden-runner@ec9f2d5744a09debf3a187a3f4f675c53b671911 # v2.13.0
         with:
           egress-policy: audit
 
@@ -75,7 +75,7 @@ jobs:
 
     steps:
     - name: Harden the runner (Audit all outbound calls)
-      uses: step-security/harden-runner@0634a2670c59f64b4a01f0f96f84700a4088b9f0 # v2.12.0
+      uses: step-security/harden-runner@ec9f2d5744a09debf3a187a3f4f675c53b671911 # v2.13.0
       with:
         egress-policy: audit
 ",1.0,1.0,0.0,0.0,small configuration-only change | tiny commit with inspectable patch,"Bump step-security/harden-runner from 2.12.0 to 2.13.0

Bumps [step-security/harden-runner](https://github.com/step-security/harden-runner) from 2.12.0 to 2.13.0.
- [Release notes](https://github.com/step-security/harden-runner/releases)
- [Commits](https://github.com/step-security/harden-runner/compare/0634a2670c59f64b4a01f0f96f84700a4088b9f0...ec9f2d5744a09debf3a187a3f4f675c53b671911)

---
updated-dependencies:
- dependency-name: step-security/harden-runner
  dependency-version: 2.13.0
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com> .github/workflows/publish.yml .github/workflows/publish.yml | status=modified | +2 | -2 FILE: .github/workflows/publish.yml
@@ -19,7 +19,7 @@ jobs:
 
     steps:
       - name: Harden the runner (Audit all outbound calls)
-        uses: step-security/harden-runner@0634a2670c59f64b4a01f0f96f84700a4088b9f0 # v2.12.0
+        uses: step-security/harden-runner@ec9f2d5744a09debf3a187a3f4f675c53b671911 # v2.13.0
         with:
           egress-policy: audit
 
@@ -75,7 +75,7 @@ jobs:
 
     steps:
     - name: Harden the runner (Audit all outbound calls)
-      uses: step-security/harden-runner@0634a2670c59f64b4a01f0f96f84700a4088b9f0 # v2.12.0
+      uses: step-security/harden-runner@ec9f2d5744a09debf3a187a3f4f675c53b671911 # v2.13.0
       with:
         egress-policy: audit
 "
pallets/flask,36e4a824f340fdee7ed50937ba8e7f6bc7d17f81,davidism,David Lord,Any for  CertParamType type,2026-05-31 14:42:46+00:00,1,1,1,2,1,0,0,0,27,4,False,303.1172222222222,USEFUL,random|source_code,6.0,src/flask/cli.py,modified,src/flask/cli.py | status=modified | +1 | -1,"FILE: src/flask/cli.py
@@ -777,7 +777,7 @@ def show_server_banner(debug: bool, app_import_path: str | None) -> None:
         click.echo(f"" * Debug mode: {'on' if debug else 'off'}"")
 
 
-class CertParamType(click.ParamType[str | os.PathLike[str] | ssl.SSLContext]):
+class CertParamType(click.ParamType[t.Any]):
     """"""Click option type for the ``--cert`` option. Allows either an
     existing file, the string ``'adhoc'``, or an import for a
     :class:`~ssl.SSLContext` object.",1.0,1.0,0.0,0.0,tiny commit with inspectable patch | single-file tiny change,"Any for  CertParamType type src/flask/cli.py src/flask/cli.py | status=modified | +1 | -1 FILE: src/flask/cli.py
@@ -777,7 +777,7 @@ def show_server_banner(debug: bool, app_import_path: str | None) -> None:
         click.echo(f"" * Debug mode: {'on' if debug else 'off'}"")
 
 
-class CertParamType(click.ParamType[str | os.PathLike[str] | ssl.SSLContext]):
+class CertParamType(click.ParamType[t.Any]):
     """"""Click option type for the ``--cert`` option. Allows either an
     existing file, the string ``'adhoc'``, or an import for a
     :class:`~ssl.SSLContext` object."
psf/requests,a7e1c745dc23c18e836febd672416ed0c5d8d8ae,sigmavirus24,Ian Stapleton Cordasco,"Update docs/conf.py

Co-authored-by: Nate Prewitt <nate.prewitt@gmail.com>",2025-05-31 16:59:51+00:00,1,1,1,2,1,0,0,0,74,6,False,1094.2169444444444,LOW_VALUE,source_code,6.0,docs/conf.py,modified,docs/conf.py | status=modified | +1 | -1,"FILE: docs/conf.py
@@ -58,7 +58,7 @@
 
 # General information about the project.
 project = u""Requests""
-copyright = u'MMXVIX. A <a href=""https://kennethreitz.org/software/"">Kenneth Reitz</a> Project'
+copyright = u'MMXVIX. A Kenneth Reitz Project'
 author = u""Kenneth Reitz""
 
 # The version info for the project you're documenting, acts as replacement for",1.0,1.0,0.0,0.0,tiny commit with inspectable patch | single-file tiny change,"Update docs/conf.py

Co-authored-by: Nate Prewitt <nate.prewitt@gmail.com> docs/conf.py docs/conf.py | status=modified | +1 | -1 FILE: docs/conf.py
@@ -58,7 +58,7 @@
 
 # General information about the project.
 project = u""Requests""
-copyright = u'MMXVIX. A <a href=""https://kennethreitz.org/software/"">Kenneth Reitz</a> Project'
+copyright = u'MMXVIX. A Kenneth Reitz Project'
 author = u""Kenneth Reitz""
 
 # The version info for the project you're documenting, acts as replacement for"
scikit-learn/scikit-learn,0a13e4f0fd88acedb7271e89bf4b1666a728b348,lucyleeow,Lucy Liu,DOC Include `CURVE_METRICS` in `test_common.py` docstring explanation (#34009),2026-05-14 17:38:46+00:00,1,2,0,2,0,1,0,0,78,8,False,213.30194444444444,LOW_VALUE,test_change,6.0,sklearn/metrics/tests/test_common.py,modified,sklearn/metrics/tests/test_common.py | status=modified | +2 | -0,"FILE: sklearn/metrics/tests/test_common.py
@@ -135,6 +135,8 @@
 #   - CONTINUOUS_CLASSIFICATION_METRICS: all classification metrics which
 #     compare a ground truth and a continuous score, e.g. estimated
 #     probabilities or decision function (format might vary)
+#   - CURVE_METRICS: all metrics that output arrays for plotting performance curves
+#     from continuous classification scores.
 #
 # Those dictionaries will be used to test systematically some invariance
 # properties, e.g. invariance toward several input layout.",1.0,1.0,0.0,0.0,tiny commit with inspectable patch | single-file tiny change,"DOC Include `CURVE_METRICS` in `test_common.py` docstring explanation (#34009) sklearn/metrics/tests/test_common.py sklearn/metrics/tests/test_common.py | status=modified | +2 | -0 FILE: sklearn/metrics/tests/test_common.py
@@ -135,6 +135,8 @@
 #   - CONTINUOUS_CLASSIFICATION_METRICS: all classification metrics which
 #     compare a ground truth and a continuous score, e.g. estimated
 #     probabilities or decision function (format might vary)
+#   - CURVE_METRICS: all metrics that output arrays for plotting performance curves
+#     from continuous classification scores.
 #
 # Those dictionaries will be used to test systematically some invariance
 # properties, e.g. invariance toward several input layout."
scikit-learn/scikit-learn,dc5420037ec2f814c67a57223fc0fa61223d4e5a,TheHashiramaSenju,Hashirama Senju,DOC: Fix brackets in the RANSACRegressor.score docstring in the file (#34216),2026-06-08 16:19:43+00:00,1,1,1,2,1,0,0,0,77,11,False,,LOW_VALUE,tiny_commit,6.0,sklearn/linear_model/_ransac.py,modified,sklearn/linear_model/_ransac.py | status=modified | +1 | -1,"FILE: sklearn/linear_model/_ransac.py
@@ -654,7 +654,7 @@ def score(self, X, y, **params):
 
         Parameters
         ----------
-        X : (array-like or sparse matrix} of shape (n_samples, n_features)
+        X : {array-like or sparse matrix} of shape (n_samples, n_features)
             Training data.
 
         y : array-like of shape (n_samples,) or (n_samples, n_targets)",1.0,1.0,0.0,0.0,tiny commit with inspectable patch | single-file tiny change,"DOC: Fix brackets in the RANSACRegressor.score docstring in the file (#34216) sklearn/linear_model/_ransac.py sklearn/linear_model/_ransac.py | status=modified | +1 | -1 FILE: sklearn/linear_model/_ransac.py
@@ -654,7 +654,7 @@ def score(self, X, y, **params):
 
         Parameters
         ----------
-        X : (array-like or sparse matrix} of shape (n_samples, n_features)
+        X : {array-like or sparse matrix} of shape (n_samples, n_features)
             Training data.
 
         y : array-like of shape (n_samples,) or (n_samples, n_targets)"
scikit-learn/scikit-learn,e504dc6c78585dbf655b4f1dc945691b5cefad68,Kropiunig,Kropiunig,"DOC fix incorrect default for random_state in estimate_bandwidth docstring (#34291)

Co-authored-by: Stefanie Senger <91849487+StefanieSenger@users.noreply.github.com>",2026-06-27 17:16:35+00:00,1,1,1,2,1,0,0,0,167,14,False,,LOW_VALUE,tiny_commit,6.0,sklearn/cluster/_mean_shift.py,modified,sklearn/cluster/_mean_shift.py | status=modified | +1 | -1,"FILE: sklearn/cluster/_mean_shift.py
@@ -58,7 +58,7 @@ def estimate_bandwidth(X, *, quantile=0.3, n_samples=None, random_state=0, n_job
     n_samples : int, default=None
         The number of samples to use. If not given, all samples are used.
 
-    random_state : int, RandomState instance, default=None
+    random_state : int, RandomState instance, default=0
         The generator used to randomly select the samples from input points
         for bandwidth estimation. Use an int to make the randomness
         deterministic.",1.0,1.0,0.0,0.0,tiny commit with inspectable patch | single-file tiny change,"DOC fix incorrect default for random_state in estimate_bandwidth docstring (#34291)

Co-authored-by: Stefanie Senger <91849487+StefanieSenger@users.noreply.github.com> sklearn/cluster/_mean_shift.py sklearn/cluster/_mean_shift.py | status=modified | +1 | -1 FILE: sklearn/cluster/_mean_shift.py
@@ -58,7 +58,7 @@ def estimate_bandwidth(X, *, quantile=0.3, n_samples=None, random_state=0, n_job
     n_samples : int, default=None
         The number of samples to use. If not given, all samples are used.
 
-    random_state : int, RandomState instance, default=None
+    random_state : int, RandomState instance, default=0
         The generator used to randomly select the samples from input points
         for bandwidth estimation. Use an int to make the randomness
         deterministic."
psf/requests,5f338446f9eabd956e7e132668f330d9de4fc368,M0d3v1,m0d3v,"Update docstring for Session.verify to include string support (#6859) (#6865)


---------

Co-authored-by: Nate Prewitt <nate.prewitt@gmail.com>",2026-02-13 02:52:04+00:00,1,2,0,2,1,0,0,0,144,15,False,,LOW_VALUE,tiny_commit,6.0,src/requests/sessions.py,modified,src/requests/sessions.py | status=modified | +2 | -0,"FILE: src/requests/sessions.py
@@ -422,6 +422,8 @@ def __init__(self):
         #: expired certificates, which will make your application vulnerable to
         #: man-in-the-middle (MitM) attacks.
         #: Only set this to `False` for testing.
+        #: If verify is set to a string, it must be the path to a CA bundle file
+        #: that will be used to verify the TLS certificate.
         self.verify = True
 
         #: SSL client certificate default, if String, path to ssl client",1.0,1.0,0.0,0.0,tiny commit with inspectable patch | single-file tiny change,"Update docstring for Session.verify to include string support (#6859) (#6865)


---------

Co-authored-by: Nate Prewitt <nate.prewitt@gmail.com> src/requests/sessions.py src/requests/sessions.py | status=modified | +2 | -0 FILE: src/requests/sessions.py
@@ -422,6 +422,8 @@ def __init__(self):
         #: expired certificates, which will make your application vulnerable to
         #: man-in-the-middle (MitM) attacks.
         #: Only set this to `False` for testing.
+        #: If verify is set to a string, it must be the path to a CA bundle file
+        #: that will be used to verify the TLS certificate.
         self.verify = True
 
         #: SSL client certificate default, if String, path to ssl client"
pytest-dev/pytest,0b21993dec0c999de95b802a18b299f278f590fe,JiayangLai,Lai Jia Yang,"fix: use f-string instead of .format() in show_test_item (#14398)


Co-authored-by: jiayang lai <jyl@jiayangdeMacBook-Pro.local>
Co-authored-by: Pierre Sassoulas <pierre.sassoulas@gmail.com>",2026-04-20 19:19:15+00:00,1,1,1,2,1,0,0,0,190,17,False,,USEFUL,source_code,6.0,src/_pytest/runner.py,modified,src/_pytest/runner.py | status=modified | +1 | -1,"FILE: src/_pytest/runner.py
@@ -158,7 +158,7 @@ def show_test_item(item: Item) -> None:
     tw.write(item.nodeid)
     used_fixtures = sorted(getattr(item, ""fixturenames"", []))
     if used_fixtures:
-        tw.write("" (fixtures used: {})"".format("", "".join(used_fixtures)))
+        tw.write(f"" (fixtures used: {', '.join(used_fixtures)})"")
     tw.flush()
 
 ",1.0,1.0,0.0,0.0,tiny commit with inspectable patch | single-file tiny change,"fix: use f-string instead of .format() in show_test_item (#14398)


Co-authored-by: jiayang lai <jyl@jiayangdeMacBook-Pro.local>
Co-authored-by: Pierre Sassoulas <pierre.sassoulas@gmail.com> src/_pytest/runner.py src/_pytest/runner.py | status=modified | +1 | -1 FILE: src/_pytest/runner.py
@@ -158,7 +158,7 @@ def show_test_item(item: Item) -> None:
     tw.write(item.nodeid)
     used_fixtures = sorted(getattr(item, ""fixturenames"", []))
     if used_fixtures:
-        tw.write("" (fixtures used: {})"".format("", "".join(used_fixtures)))
+        tw.write(f"" (fixtures used: {', '.join(used_fixtures)})"")
     tw.flush()
 
 "
pytest-dev/pytest,1c37f2999effaa194c5295c5836eef18fbdc4491,RonnyPfannschmidt,Ronny Pfannschmidt,"docs: add pytest.console_main to nitpick_ignore

The deprecated pytest.console_main() is referenced with :func: in the
changelog fragment and deprecations.rst, but has no autofunction
directive in the reference docs (intentionally, since it's being
removed). Add it to nitpick_ignore so the RTD build passes.

Co-authored-by: Cursor AI <ai@cursor.sh>
Co-authored-by: Anthropic Claude Opus 4 <claude@anthropic.com>",2026-05-25 18:27:28+00:00,1,2,0,2,1,0,0,0,413,51,False,34.20861111111111,USEFUL,tiny_commit,6.0,doc/en/conf.py,modified,doc/en/conf.py | status=modified | +2 | -0,"FILE: doc/en/conf.py
@@ -117,6 +117,8 @@
     (""py:class"", ""ScopeName""),
     (""py:class"", ""BaseExcT_1""),
     (""py:class"", ""ExcT_1""),
+    # Deprecated, intentionally not added to reference docs.
+    (""py:func"", ""pytest.console_main""),
 ]
 
 add_module_names = False",1.0,1.0,0.0,0.0,tiny commit with inspectable patch | single-file tiny change,"docs: add pytest.console_main to nitpick_ignore

The deprecated pytest.console_main() is referenced with :func: in the
changelog fragment and deprecations.rst, but has no autofunction
directive in the reference docs (intentionally, since it's being
removed). Add it to nitpick_ignore so the RTD build passes.

Co-authored-by: Cursor AI <ai@cursor.sh>
Co-authored-by: Anthropic Claude Opus 4 <claude@anthropic.com> doc/en/conf.py doc/en/conf.py | status=modified | +2 | -0 FILE: doc/en/conf.py
@@ -117,6 +117,8 @@
     (""py:class"", ""ScopeName""),
     (""py:class"", ""BaseExcT_1""),
     (""py:class"", ""ExcT_1""),
+    # Deprecated, intentionally not added to reference docs.
+    (""py:func"", ""pytest.console_main""),
 ]
 
 add_module_names = False"
